trans_year,trans_week,class_id,store_type,num_units
2013,3,663,OUTLETS,37
2013,18,661,ECOM,1707
2013,3,616,ECOM,888
2013,28,704,ECOM,63
2013,32,716,OUTLETS,22
2013,17,661,OUTLETS,92
2013,34,736,ECOM,1110
2013,51,582,OUTLETS,60
2013,52,661,ECOM,1778
2013,26,616,RETAIL,268
2013,1,593,ECOM,129
2013,41,703,RETAIL,177
2013,12,697,ECOM,1034
2013,3,595,OUTLETS,222
2013,15,739,ECOM,273
2013,29,716,OUTLETS,45
2013,37,706,ECOM,670
2013,28,629,ECOM,234
2013,1,535,ECOM,570
2013,39,616,RETAIL,93
2013,32,575,ECOM,209
2013,9,650,ECOM,516
2013,34,677,ECOM,1764
2013,12,661,OUTLETS,36
2013,39,571,ECOM,1469
2013,4,629,RETAIL,6
2013,51,726,ECOM,834
2013,52,730,ECOM,57
2013,6,675,ECOM,12
2013,40,616,RETAIL,127
2013,8,704,ECOM,352
2013,28,636,ECOM,18
2013,44,709,ECOM,3
2013,28,720,ECOM,926
2013,0,604,ECOM,110
2013,47,628,ECOM,1275
2013,27,531,RETAIL,62
2013,14,705,ECOM,136
2013,2,677,ECOM,1877
2013,46,733,OUTLETS,163
2013,36,631,ECOM,96
2013,6,677,ECOM,1394
2013,12,648,ECOM,188
2013,28,714,ECOM,15
2013,18,581,OUTLETS,238
2013,4,604,ECOM,284
2013,18,733,ECOM,52
2013,3,748,ECOM,16
2013,46,716,OUTLETS,19
2013,37,716,OUTLETS,35
2013,3,709,ECOM,323
2013,41,719,OUTLETS,40
2013,30,704,ECOM,97
2013,37,677,ECOM,1484
2013,27,748,RETAIL,32
2013,13,520,OUTLETS,466
2013,42,520,ECOM,451
2013,18,521,ECOM,1600
2013,29,521,ECOM,870
2013,24,526,ECOM,686
2013,4,526,ECOM,824
2013,21,526,ECOM,551
2013,7,526,ECOM,1768
2013,14,529,ECOM,690
2013,23,529,ECOM,215
2013,9,530,ECOM,1713
2013,25,530,ECOM,2619
2013,39,532,ECOM,618
2013,35,532,ECOM,868
2013,4,532,OUTLETS,55
2013,36,533,ECOM,467
2013,11,534,ECOM,279
2013,1,534,OUTLETS,157
2013,46,534,ECOM,179
2013,26,540,ECOM,837
2013,42,580,ECOM,659
2013,17,580,OUTLETS,227
2013,23,580,OUTLETS,104
2013,15,591,ECOM,274
2013,13,591,ECOM,195
2013,51,592,ECOM,645
2013,28,592,ECOM,847
2013,21,598,ECOM,1491
2013,40,599,ECOM,311
2013,3,599,ECOM,2436
2013,35,606,ECOM,954
2013,36,621,ECOM,956
2013,1,649,ECOM,340
2013,22,649,ECOM,430
2013,38,649,ECOM,944
2013,34,649,ECOM,725
2013,48,651,ECOM,2524
2013,10,657,OUTLETS,69
2013,36,660,OUTLETS,106
2013,10,660,OUTLETS,21
2013,2,683,OUTLETS,36
2013,49,696,ECOM,4442
2013,37,696,ECOM,5832
2013,14,699,ECOM,359
2013,13,700,RETAIL,124
2013,36,717,ECOM,1096
2013,50,723,RETAIL,53
2013,30,723,ECOM,609
2013,8,724,ECOM,1141
2013,28,724,ECOM,1253
2013,39,724,ECOM,1527
2013,14,501,ECOM,1372
2013,13,502,ECOM,351
2013,9,502,ECOM,814
2013,50,504,ECOM,1213
2013,17,504,ECOM,2241
2013,6,504,ECOM,1263
2013,51,504,ECOM,407
2013,48,506,ECOM,1019
2013,14,506,ECOM,168
2013,25,575,OUTLETS,46
2013,12,704,ECOM,349
2013,35,709,RETAIL,34
2013,24,714,OUTLETS,51
2013,28,706,ECOM,683
2013,17,609,ECOM,30
2013,27,650,ECOM,546
2013,27,,OUTLETS,18
2013,8,596,ECOM,80
2013,44,663,ECOM,154
2013,13,704,ECOM,86
2013,1,720,OUTLETS,46
2013,0,628,ECOM,420
2013,6,697,OUTLETS,127
2013,8,733,ECOM,171
2013,3,629,RETAIL,17
2013,47,628,OUTLETS,134
2013,7,648,ECOM,101
2013,27,748,ECOM,90
2013,7,732,ECOM,1013
2013,37,663,OUTLETS,50
2013,37,705,ECOM,130
2013,49,730,OUTLETS,360
2013,17,628,OUTLETS,22
2013,26,609,OUTLETS,93
2013,18,610,ECOM,1071
2013,25,721,ECOM,83
2013,19,652,OUTLETS,85
2013,36,572,OUTLETS,178
2013,30,505,ECOM,162
2013,50,536,RETAIL,3
2013,25,736,OUTLETS,53
2013,49,614,ECOM,231
2013,49,652,OUTLETS,36
2013,43,719,OUTLETS,20
2013,19,721,RETAIL,21
2013,41,652,ECOM,575
2013,24,611,OUTLETS,3
2013,35,647,ECOM,839
2013,12,675,RETAIL,129
2013,21,716,OUTLETS,8
2013,41,709,RETAIL,10
2013,12,526,ECOM,848
2013,37,530,ECOM,566
2013,51,530,ECOM,80
2013,52,533,RETAIL,68
2013,52,533,ECOM,318
2013,19,539,ECOM,817
2013,1,539,ECOM,583
2013,5,540,ECOM,330
2013,41,540,ECOM,586
2013,14,552,OUTLETS,38
2013,51,580,ECOM,1129
2013,40,580,ECOM,779
2013,47,591,ECOM,1479
2013,37,591,ECOM,1215
2013,47,606,ECOM,3505
2013,13,606,ECOM,455
2013,28,607,ECOM,106
2013,10,607,ECOM,483
2013,26,621,ECOM,4245
2013,38,622,ECOM,1262
2013,43,649,ECOM,1145
2013,4,651,ECOM,659
2013,22,657,OUTLETS,92
2013,38,662,ECOM,100
2013,4,683,OUTLETS,39
2013,25,702,ECOM,674
2013,41,717,ECOM,2265
2013,13,724,ECOM,644
2013,42,502,ECOM,332
2013,19,503,OUTLETS,22
2013,49,719,ECOM,73
2013,33,720,ECOM,510
2013,49,629,ECOM,305
2013,41,709,OUTLETS,11
2013,51,663,OUTLETS,12
2013,50,727,ECOM,875
2013,52,538,OUTLETS,87
2013,17,733,ECOM,78
2013,36,601,ECOM,101
2013,14,714,OUTLETS,28
2013,9,575,ECOM,551
2013,32,596,OUTLETS,125
2013,16,739,RETAIL,101
2013,34,505,ECOM,304
2013,25,536,RETAIL,14
2013,33,716,OUTLETS,21
2013,15,661,OUTLETS,52
2013,38,740,OUTLETS,25
2013,6,697,ECOM,33
2013,14,629,ECOM,633
2013,38,628,ECOM,132
2013,7,709,ECOM,343
2013,49,719,RETAIL,19
2013,19,661,OUTLETS,65
2013,39,521,ECOM,778
2013,3,534,ECOM,267
2013,49,534,OUTLETS,64
2013,12,534,ECOM,416
2013,38,552,OUTLETS,19
2013,6,580,ECOM,625
2013,42,617,OUTLETS,43
2013,9,651,ECOM,1263
2013,7,657,OUTLETS,74
2013,51,662,OUTLETS,36
2013,16,699,ECOM,126
2013,38,717,ECOM,1790
2013,4,722,OUTLETS,31
2013,35,723,ECOM,361
2013,46,581,ECOM,108
2013,3,575,ECOM,331
2013,21,538,ECOM,431
2013,37,629,ECOM,344
2013,16,727,OUTLETS,53
2013,43,727,ECOM,394
2013,48,720,ECOM,75
2013,47,593,RETAIL,32
2013,28,697,ECOM,1070
2013,12,720,ECOM,921
2013,37,604,ECOM,798
2013,6,614,ECOM,404
2013,8,725,ECOM,22
2013,4,727,OUTLETS,31
2013,44,531,RETAIL,21
2013,25,733,OUTLETS,12
2013,38,742,OUTLETS,9
2013,5,595,ECOM,142
2013,20,636,ECOM,43
2013,19,631,ECOM,109
2013,23,721,RETAIL,45
2013,0,629,RETAIL,23
2013,17,531,ECOM,94
2013,39,675,OUTLETS,14
2013,13,520,ECOM,487
2013,49,530,ECOM,117
2013,0,534,ECOM,75
2013,42,606,ECOM,750
2013,13,607,ECOM,185
2013,23,620,OUTLETS,68
2013,21,681,ECOM,125
2013,51,681,ECOM,9
2013,25,683,OUTLETS,9
2013,14,683,RETAIL,1
2013,44,717,ECOM,2993
2013,20,731,ECOM,217
2013,49,719,OUTLETS,6
2013,3,733,ECOM,538
2013,3,661,OUTLETS,59
2013,44,614,ECOM,736
2013,15,725,ECOM,42
2013,44,703,ECOM,35
2013,23,732,OUTLETS,5
2013,8,650,ECOM,280
2013,44,,OUTLETS,28
2013,46,535,ECOM,725
2013,20,538,ECOM,498
2013,15,616,ECOM,155
2013,25,631,ECOM,139
2013,42,748,RETAIL,3
2013,43,716,OUTLETS,26
2013,2,528,ECOM,414
2013,52,574,ECOM,306
2013,33,591,ECOM,3025
2013,33,599,ECOM,654
2013,9,606,ECOM,926
2013,51,607,ECOM,1378
2013,8,660,OUTLETS,29
2013,38,714,OUTLETS,4
2013,35,739,ECOM,19
2013,26,505,ECOM,2123
2013,36,636,OUTLETS,4
2013,37,535,OUTLETS,1
2013,38,727,OUTLETS,7
2013,45,604,ECOM,1926
2013,40,663,OUTLETS,17
2013,9,652,ECOM,586
2013,9,719,OUTLETS,49
2013,33,741,OUTLETS,4
2013,40,648,ECOM,115
2013,32,628,ECOM,31
2013,3,606,ECOM,1443
2013,25,607,ECOM,99
2013,19,700,RETAIL,9
2013,46,722,ECOM,272
2013,30,502,ECOM,240
2013,18,506,ECOM,310
2013,12,596,ECOM,198
2013,13,636,ECOM,39
2013,24,732,RETAIL,21
2013,4,581,ECOM,112
2013,51,611,OUTLETS,13
2013,49,736,OUTLETS,16
2013,37,,OUTLETS,13
2013,14,611,OUTLETS,7
2013,48,719,ECOM,44
2013,28,595,ECOM,37
2013,17,539,ECOM,617
2013,40,633,OUTLETS,11
2013,14,657,OUTLETS,101
2013,43,700,ECOM,202
2013,3,596,ECOM,35
2013,6,505,ECOM,721
2013,47,742,ECOM,458
2013,35,705,ECOM,153
2013,16,628,ECOM,7
2013,36,536,RETAIL,13
2013,0,650,OUTLETS,4
2013,9,740,OUTLETS,22
2013,13,581,ECOM,77
2013,31,675,OUTLETS,26
2013,39,709,RETAIL,21
2013,48,633,OUTLETS,15
2013,5,660,OUTLETS,13
2013,37,681,OUTLETS,16
2013,42,596,ECOM,59
2013,2,629,RETAIL,23
2013,52,614,ECOM,394
2013,33,727,OUTLETS,21
2013,31,733,OUTLETS,12
2013,27,675,OUTLETS,19
2013,52,631,ECOM,65
2013,9,506,OUTLETS,1
2013,44,709,OUTLETS,5
2013,29,727,RETAIL,8
2013,50,697,RETAIL,14
2013,20,739,OUTLETS,21
2013,22,633,OUTLETS,13
2013,4,681,ECOM,15
2013,44,681,ECOM,33
2013,36,506,ECOM,125
2013,17,739,OUTLETS,8
2013,50,505,ECOM,3
2013,48,612,ECOM,303
2013,33,648,ECOM,175
2013,6,725,ECOM,81
2013,17,633,OUTLETS,7
2013,1,660,OUTLETS,4
2013,8,648,ECOM,106
2013,16,748,RETAIL,5
2013,17,716,OUTLETS,8
2013,24,580,ECOM,116
2013,51,741,RETAIL,11
2013,43,536,RETAIL,4
2013,41,601,ECOM,99
2013,46,612,ECOM,61
2013,26,721,ECOM,13
2013,11,714,ECOM,30
2013,1,698,RETAIL,1
2013,46,703,ECOM,21
2013,46,741,OUTLETS,1
2013,49,748,OUTLETS,5
2013,24,741,OUTLETS,3
2013,33,636,ECOM,38
2013,20,,ECOM,747
2013,46,709,OUTLETS,4
2013,15,721,RETAIL,17
2013,26,675,OUTLETS,40
2013,37,505,ECOM,8
2013,14,728,RETAIL,3
2013,51,720,ECOM,7
2013,40,700,RETAIL,2
2013,25,725,RETAIL,5
2013,31,721,ECOM,31
2013,48,748,RETAIL,1
2013,12,535,ECOM,47
2013,3,748,RETAIL,3
2013,3,716,ECOM,5
2013,45,721,RETAIL,2
2013,27,739,ECOM,177
2013,20,748,OUTLETS,15
2013,49,505,ECOM,2
2013,26,595,ECOM,8
2013,29,531,ECOM,76
2013,13,628,ECOM,66
2013,43,709,RETAIL,6
2013,52,705,OUTLETS,5
2013,19,531,ECOM,29
2013,0,705,ECOM,29
2013,48,719,OUTLETS,11
2013,26,739,OUTLETS,11
2013,22,748,ECOM,104
2013,30,611,OUTLETS,12
2013,15,675,OUTLETS,6
2013,14,709,ECOM,3
2013,11,611,OUTLETS,3
2013,51,593,RETAIL,19
2013,4,725,ECOM,21
2013,34,739,OUTLETS,6
2013,46,681,OUTLETS,4
2013,31,739,OUTLETS,3
2013,26,536,ECOM,39
2013,52,697,ECOM,6
2013,33,742,OUTLETS,2
2013,12,742,RETAIL,2
2013,49,709,OUTLETS,4
2013,24,631,ECOM,9
2013,44,748,ECOM,1
2013,10,748,RETAIL,3
2013,3,502,OUTLETS,4
2013,9,716,ECOM,1
2013,16,628,OUTLETS,5
2013,37,727,RETAIL,2
2013,46,536,RETAIL,1
2013,42,675,ECOM,2
2013,24,733,OUTLETS,6
2013,23,725,RETAIL,7
2013,22,580,ECOM,91
2013,45,536,RETAIL,1
2013,24,700,RETAIL,2
2013,34,728,RETAIL,2
2013,24,,ECOM,805
2013,22,732,ECOM,1
2013,42,698,RETAIL,3
2013,29,732,RETAIL,3
2013,26,725,RETAIL,3
2013,52,703,ECOM,4
2013,52,704,OUTLETS,1
2013,37,676,RETAIL,1
2013,14,500,RETAIL,1
2013,11,739,OUTLETS,5
2013,20,727,ECOM,1
2013,45,721,OUTLETS,1
2013,21,623,OUTLETS,7
2013,47,536,RETAIL,1
2013,30,748,OUTLETS,5
2013,19,675,ECOM,3
2013,51,,ECOM,576
2013,32,675,ECOM,3
2013,25,739,OUTLETS,6
2013,2,625,OUTLETS,2
2013,49,721,RETAIL,2
2013,6,,ECOM,630
2013,1,574,OUTLETS,2
2013,33,714,ECOM,1
2013,13,,ECOM,1051
2013,38,721,OUTLETS,1
2013,42,505,ECOM,1
2013,23,631,ECOM,5
2013,29,725,RETAIL,1
2013,18,675,OUTLETS,1
2013,23,714,ECOM,2
2013,21,675,OUTLETS,2
2013,39,741,ECOM,1
2013,35,700,RETAIL,1
2013,32,741,OUTLETS,1
2013,41,698,RETAIL,2
2013,28,683,RETAIL,1
2013,34,535,ECOM,1
2013,17,714,ECOM,2
2013,21,683,RETAIL,1
2013,44,675,ECOM,0
2013,20,675,ECOM,9
2013,52,608,RETAIL,1
2013,32,636,OUTLETS,2
2013,34,675,ECOM,1
2013,23,535,OUTLETS,1
2013,43,721,OUTLETS,1
2013,8,531,OUTLETS,1
2013,45,675,ECOM,3
2013,39,739,OUTLETS,1
2013,2,502,OUTLETS,1
2013,26,730,OUTLETS,426
2013,47,535,RETAIL,6943
2013,20,647,RETAIL,6013
2013,18,740,RETAIL,2341
2013,28,614,RETAIL,4016
2013,7,661,RETAIL,7145
2013,21,716,RETAIL,5717
2013,15,538,RETAIL,4523
2013,49,652,RETAIL,1490
2013,27,716,RETAIL,13822
2013,43,571,OUTLETS,1317
2013,44,528,RETAIL,6389
2013,16,663,OUTLETS,541
2013,24,610,RETAIL,5205
2013,16,505,RETAIL,7875
2013,51,528,RETAIL,5919
2013,44,733,RETAIL,1776
2013,6,650,RETAIL,7696
2013,32,631,OUTLETS,294
2013,52,628,ECOM,736
2013,17,612,RETAIL,16693
2013,29,538,RETAIL,3850
2013,23,612,RETAIL,12177
2013,11,611,RETAIL,5912
2013,12,623,ECOM,2079
2013,21,581,RETAIL,2164
2013,50,596,RETAIL,7936
2013,4,616,RETAIL,821
2013,43,628,RETAIL,2020
2013,28,612,RETAIL,12004
2013,1,614,RETAIL,2493
2013,41,716,RETAIL,5155
2013,27,593,RETAIL,5219
2013,23,740,RETAIL,3952
2013,47,652,RETAIL,2362
2013,49,535,OUTLETS,516
2013,52,610,RETAIL,2357
2013,37,706,RETAIL,4815
2013,42,726,RETAIL,6409
2013,13,741,RETAIL,653
2013,37,661,RETAIL,4602
2013,28,572,RETAIL,723
2013,9,629,RETAIL,779
2013,22,612,OUTLETS,1351
2013,48,535,RETAIL,3144
2013,32,628,RETAIL,566
2013,28,675,RETAIL,1272
2013,20,706,RETAIL,10912
2013,7,571,RETAIL,3759
2013,22,604,RETAIL,2982
2013,14,706,RETAIL,7530
2013,7,531,RETAIL,2284
2013,3,595,RETAIL,3337
2013,33,571,RETAIL,3668
2013,47,648,RETAIL,2573
2013,40,571,OUTLETS,2151
2013,12,697,OUTLETS,613
2013,2,616,ECOM,773
2013,0,714,OUTLETS,1023
2013,17,740,RETAIL,2455
2013,5,596,RETAIL,5061
2013,30,652,RETAIL,2842
2013,12,612,RETAIL,7597
2013,46,596,OUTLETS,691
2013,18,719,RETAIL,574
2013,2,706,RETAIL,8247
2013,16,595,RETAIL,1744
2013,19,706,RETAIL,10236
2013,0,647,RETAIL,3191
2013,21,505,OUTLETS,3519
2013,21,650,RETAIL,4613
2013,3,611,RETAIL,1854
2013,47,742,RETAIL,3504
2013,6,730,RETAIL,5976
2013,25,604,RETAIL,3628
2013,28,581,RETAIL,5011
2013,22,720,RETAIL,1789
2013,31,623,RETAIL,1371
2013,43,661,RETAIL,5434
2013,33,706,OUTLETS,1296
2013,31,661,RETAIL,3647
2013,34,604,RETAIL,5322
2013,35,593,RETAIL,3546
2013,47,716,RETAIL,5391
2013,42,647,RETAIL,2099
2013,13,505,RETAIL,4316
2013,0,611,RETAIL,1238
2013,50,610,RETAIL,8352
2013,50,610,OUTLETS,1740
2013,39,661,RETAIL,5160
2013,4,505,RETAIL,5235
2013,48,595,RETAIL,6617
2013,11,704,RETAIL,2315
2013,11,604,OUTLETS,601
2013,23,612,OUTLETS,1425
2013,11,636,RETAIL,1040
2013,18,538,RETAIL,7814
2013,5,647,RETAIL,3108
2013,30,631,OUTLETS,339
2013,47,572,RETAIL,2973
2013,11,538,RETAIL,2950
2013,16,611,RETAIL,2286
2013,9,628,RETAIL,2210
2013,18,730,RETAIL,4894
2013,2,730,OUTLETS,304
2013,37,604,RETAIL,4623
2013,23,697,RETAIL,10182
2013,47,736,RETAIL,2383
2013,41,609,OUTLETS,1864
2013,35,675,RETAIL,337
2013,43,647,RETAIL,4799
2013,1,609,OUTLETS,1268
2013,17,601,OUTLETS,236
2013,51,611,RETAIL,1599
2013,11,709,OUTLETS,230
2013,24,719,OUTLETS,841
2013,0,604,RETAIL,2996
2013,42,720,OUTLETS,27
2013,30,739,ECOM,34
2013,13,663,RETAIL,2083
2013,6,647,RETAIL,5377
2013,11,528,RETAIL,2258
2013,51,528,OUTLETS,1325
2013,47,732,RETAIL,8933
2013,38,612,RETAIL,3229
2013,48,601,RETAIL,2621
2013,11,741,RETAIL,1942
2013,29,601,RETAIL,3258
2013,16,601,RETAIL,2727
2013,44,623,ECOM,2848
2013,7,596,RETAIL,3989
2013,46,575,OUTLETS,744
2013,1,609,RETAIL,5494
2013,35,609,OUTLETS,710
2013,5,614,RETAIL,2490
2013,50,629,OUTLETS,425
2013,45,647,RETAIL,5442
2013,48,610,RETAIL,5323
2013,21,593,OUTLETS,1050
2013,20,610,ECOM,426
2013,24,593,RETAIL,4744
2013,29,604,RETAIL,2231
2013,29,575,OUTLETS,109
2013,37,650,RETAIL,4837
2013,25,505,OUTLETS,2302
2013,2,730,ECOM,313
2013,18,612,OUTLETS,1768
2013,25,719,RETAIL,1264
2013,22,647,RETAIL,3461
2013,25,614,RETAIL,4542
2013,0,609,RETAIL,6020
2013,14,614,RETAIL,2640
2013,0,727,RETAIL,1024
2013,45,733,ECOM,544
2013,51,604,RETAIL,7347
2013,12,610,OUTLETS,456
2013,4,609,OUTLETS,853
2013,47,535,OUTLETS,1356
2013,5,663,RETAIL,667
2013,14,595,RETAIL,2385
2013,2,593,OUTLETS,894
2013,24,647,RETAIL,7481
2013,48,636,RETAIL,2584
2013,38,593,RETAIL,4539
2013,15,741,RETAIL,333
2013,39,629,RETAIL,931
2013,2,614,RETAIL,2438
2013,33,636,RETAIL,735
2013,48,601,OUTLETS,206
2013,21,697,OUTLETS,3488
2013,2,647,RETAIL,3041
2013,7,505,OUTLETS,1286
2013,49,538,RETAIL,973
2013,22,629,OUTLETS,622
2013,14,741,RETAIL,500
2013,17,596,OUTLETS,252
2013,33,604,RETAIL,4717
2013,45,601,RETAIL,1946
2013,25,719,OUTLETS,926
2013,51,652,RETAIL,1961
2013,0,706,RETAIL,5017
2013,36,604,RETAIL,3892
2013,43,736,RETAIL,885
2013,4,505,OUTLETS,627
2013,18,650,RETAIL,4127
2013,37,614,RETAIL,2410
2013,37,538,RETAIL,2982
2013,23,648,RETAIL,365
2013,41,647,OUTLETS,188
2013,51,595,OUTLETS,1422
2013,51,661,OUTLETS,307
2013,30,720,RETAIL,1984
2013,35,736,RETAIL,847
2013,10,663,RETAIL,2659
2013,25,720,RETAIL,2080
2013,35,623,RETAIL,1152
2013,17,650,ECOM,306
2013,11,571,RETAIL,4684
2013,25,581,OUTLETS,334
2013,39,538,RETAIL,2935
2013,46,623,ECOM,760
2013,45,732,OUTLETS,550
2013,30,572,RETAIL,687
2013,10,528,RETAIL,2481
2013,21,596,RETAIL,1063
2013,0,595,RETAIL,2364
2013,35,575,RETAIL,1162
2013,0,741,ECOM,417
2013,13,575,RETAIL,1160
2013,27,593,OUTLETS,869
2013,25,714,RETAIL,294
2013,49,736,ECOM,1368
2013,12,652,RETAIL,3293
2013,34,601,RETAIL,4106
2013,1,675,RETAIL,1631
2013,12,614,RETAIL,2733
2013,16,623,RETAIL,617
2013,37,706,OUTLETS,912
2013,16,629,OUTLETS,663
2013,9,609,OUTLETS,794
2013,23,719,OUTLETS,899
2013,37,581,RETAIL,950
2013,43,623,RETAIL,649
2013,8,505,OUTLETS,1414
2013,47,609,OUTLETS,4410
2013,24,650,RETAIL,6130
2013,36,571,OUTLETS,749
2013,40,629,RETAIL,863
2013,7,697,OUTLETS,196
2013,16,535,RETAIL,113
2013,16,736,RETAIL,1087
2013,32,538,OUTLETS,343
2013,45,650,ECOM,1028
2013,44,732,RETAIL,3768
2013,7,647,RETAIL,3492
2013,46,742,RETAIL,2525
2013,40,652,RETAIL,1795
2013,51,628,OUTLETS,277
2013,44,714,RETAIL,79
2013,14,535,RETAIL,249
2013,39,601,RETAIL,3006
2013,44,740,RETAIL,1213
2013,3,736,RETAIL,224
2013,15,571,OUTLETS,730
2013,27,616,RETAIL,269
2013,52,610,OUTLETS,352
2013,33,596,OUTLETS,90
2013,51,538,RETAIL,820
2013,47,730,OUTLETS,730
2013,42,704,OUTLETS,9
2013,12,732,RETAIL,421
2013,3,652,RETAIL,672
2013,46,604,OUTLETS,1069
2013,29,581,OUTLETS,430
2013,39,572,RETAIL,2396
2013,5,741,RETAIL,1619
2013,43,572,RETAIL,2609
2013,10,575,RETAIL,2469
2013,19,612,ECOM,3796
2013,23,528,OUTLETS,58
2013,18,528,RETAIL,1058
2013,29,623,RETAIL,1449
2013,42,610,ECOM,811
2013,21,733,RETAIL,331
2013,45,604,OUTLETS,1339
2013,5,616,RETAIL,870
2013,26,705,RETAIL,694
2013,7,623,RETAIL,683
2013,33,661,OUTLETS,114
2013,20,736,OUTLETS,195
2013,25,650,OUTLETS,924
2013,41,705,RETAIL,294
2013,15,531,RETAIL,223
2013,12,531,RETAIL,1518
2013,32,628,OUTLETS,89
2013,46,538,OUTLETS,197
2013,26,610,ECOM,511
2013,32,720,OUTLETS,249
2013,37,616,RETAIL,114
2013,48,628,OUTLETS,92
2013,12,730,OUTLETS,687
2013,5,677,ECOM,1513
2013,30,528,RETAIL,1258
2013,48,647,ECOM,5973
2013,45,631,RETAIL,583
2013,27,629,RETAIL,1075
2013,18,623,RETAIL,1099
2013,38,575,ECOM,608
2013,21,675,RETAIL,70
2013,38,661,OUTLETS,140
2013,48,538,RETAIL,938
2013,9,647,RETAIL,2832
2013,51,623,RETAIL,1706
2013,9,612,RETAIL,1788
2013,26,629,RETAIL,1035
2013,41,629,RETAIL,1044
2013,15,719,RETAIL,497
2013,33,609,OUTLETS,356
2013,40,593,OUTLETS,706
2013,17,705,OUTLETS,182
2013,27,610,OUTLETS,419
2013,13,647,OUTLETS,390
2013,9,629,OUTLETS,612
2013,24,709,OUTLETS,245
2013,9,663,RETAIL,2571
2013,40,716,ECOM,1302
2013,5,730,OUTLETS,416
2013,20,538,OUTLETS,942
2013,49,629,OUTLETS,474
2013,14,675,RETAIL,176
2013,50,719,OUTLETS,25
2013,38,661,ECOM,2040
2013,16,719,ECOM,351
2013,10,581,ECOM,147
2013,5,,RETAIL,137
2013,17,629,RETAIL,1725
2013,19,616,RETAIL,107
2013,35,595,OUTLETS,460
2013,3,648,RETAIL,799
2013,7,733,RETAIL,1108
2013,14,575,RETAIL,1135
2013,35,629,RETAIL,995
2013,31,614,OUTLETS,582
2013,25,705,RETAIL,659
2013,11,538,OUTLETS,327
2013,22,636,RETAIL,344
2013,51,604,OUTLETS,1434
2013,30,596,RETAIL,1080
2013,32,705,RETAIL,392
2013,12,719,OUTLETS,162
2013,49,650,OUTLETS,711
2013,34,736,RETAIL,1118
2013,20,629,OUTLETS,996
2013,16,609,OUTLETS,216
2013,43,596,OUTLETS,166
2013,10,593,ECOM,162
2013,10,601,OUTLETS,717
2013,44,611,ECOM,620
2013,26,697,OUTLETS,2445
2013,47,733,ECOM,1050
2013,42,647,OUTLETS,258
2013,35,720,RETAIL,531
2013,25,675,RETAIL,813
2013,26,629,OUTLETS,712
2013,12,,OUTLETS,66
2013,44,650,OUTLETS,722
2013,33,538,OUTLETS,366
2013,33,505,OUTLETS,558
2013,33,616,RETAIL,117
2013,24,623,RETAIL,1146
2013,35,593,OUTLETS,891
2013,32,609,ECOM,1561
2013,0,705,RETAIL,463
2013,18,629,RETAIL,1316
2013,52,742,RETAIL,543
2013,19,571,ECOM,407
2013,32,736,ECOM,444
2013,40,575,OUTLETS,245
2013,34,636,RETAIL,880
2013,50,740,OUTLETS,37
2013,44,636,ECOM,236
2013,37,531,RETAIL,85
2013,14,604,OUTLETS,415
2013,21,709,OUTLETS,114
2013,14,727,ECOM,86
2013,29,714,RETAIL,270
2013,1,593,OUTLETS,720
2013,14,,RETAIL,397
2013,37,612,OUTLETS,463
2013,44,648,RETAIL,612
2013,13,609,OUTLETS,307
2013,48,611,ECOM,835
2013,13,720,ECOM,508
2013,26,748,RETAIL,43
2013,18,611,ECOM,1071
2013,31,601,OUTLETS,369
2013,10,581,RETAIL,354
2013,19,720,ECOM,866
2013,2,581,RETAIL,73
2013,8,697,OUTLETS,281
2013,37,610,ECOM,1039
2013,51,732,ECOM,423
2013,31,531,RETAIL,74
2013,2,538,RETAIL,169
2013,39,612,OUTLETS,315
2013,35,596,OUTLETS,146
2013,8,601,OUTLETS,492
2013,17,611,ECOM,663
2013,40,596,OUTLETS,133
2013,7,538,RETAIL,141
2013,32,593,ECOM,69
2013,10,663,OUTLETS,495
2013,29,706,OUTLETS,580
2013,33,733,RETAIL,323
2013,41,614,OUTLETS,454
2013,18,727,RETAIL,47
2013,24,697,ECOM,1094
2013,33,652,ECOM,932
2013,27,647,OUTLETS,822
2013,33,720,OUTLETS,229
2013,38,623,RETAIL,1000
2013,12,709,OUTLETS,309
2013,28,528,OUTLETS,165
2013,46,703,RETAIL,133
2013,7,,RETAIL,268
2013,32,612,ECOM,387
2013,0,716,RETAIL,171
2013,21,528,RETAIL,692
2013,25,652,OUTLETS,207
2013,12,739,RETAIL,57
2013,12,535,OUTLETS,2
2013,43,748,OUTLETS,15
2013,42,732,OUTLETS,252
2013,31,663,OUTLETS,467
2013,51,716,ECOM,1868
2013,36,716,OUTLETS,34
2013,19,611,ECOM,816
2013,43,740,ECOM,486
2013,14,596,OUTLETS,166
2013,8,740,ECOM,1012
2013,47,663,ECOM,125
2013,4,636,ECOM,63
2013,7,612,OUTLETS,368
2013,35,677,ECOM,1643
2013,39,661,OUTLETS,146
2013,50,739,RETAIL,41
2013,38,536,RETAIL,9
2013,0,705,OUTLETS,88
2013,52,535,OUTLETS,163
2013,17,740,OUTLETS,125
2013,29,595,OUTLETS,218
2013,45,,RETAIL,132
2013,8,716,RETAIL,123
2013,18,611,OUTLETS,7
2013,2,611,ECOM,373
2013,4,704,OUTLETS,203
2013,35,623,ECOM,1729
2013,40,732,OUTLETS,144
2013,14,739,OUTLETS,12
2013,28,727,RETAIL,15
2013,5,714,OUTLETS,71
